xi,theta,dtheta_dxi,rho_over_rhoc,dimensionless_mass
1.600191821002299619e+00,7.251944459770397478e-01,-2.250583530082008732e-01,2.355293925163157165e-01,5.762875389224029199e-01
1.608152924589375754e+00,7.234041912519995066e-01,-2.246910349387160055e-01,2.329241894661389645e-01,5.810860297005512320e-01
1.616114028176451889e+00,7.216168845694941325e-01,-2.243177625164859967e-01,2.303456890142900615e-01,5.858786396056779866e-01
1.624075131763528024e+00,7.198325728322937378e-01,-2.239386612329423987e-01,2.277937094153300035e-01,5.906650991684212482e-01
1.632036235350604159e+00,7.180513019497076765e-01,-2.235538551725570477e-01,2.252680672680078267e-01,5.954451436554150101e-01
1.639997338937680293e+00,7.162731168487747047e-01,-2.231634670128757048e-01,2.227685776222217140e-01,6.002185130452010187e-01
1.647958442524756428e+00,7.144980614855132028e-01,-2.227676180250589555e-01,2.202950540834200110e-01,6.049849520028489636e-01
1.655919546111832563e+00,7.127261788560810274e-01,-2.223664280749698963e-01,2.178473089142647090e-01,6.097442098534848753e-01
1.663880649698908698e+00,7.109575110079588978e-01,-2.219600156247404088e-01,2.154251531337560421e-01,6.144960405546443516e-01
1.671841753285984833e+00,7.091920990511179079e-01,-2.215484977348169682e-01,2.130283966137987706e-01,6.192402026675424276e-01
1.679802856873060968e+00,7.074299831691678309e-01,-2.211319900664692195e-01,2.106568481732425946e-01,6.239764593273092741e-01
1.687763960460136881e+00,7.056712026304852170e-01,-2.207106068847440872e-01,2.083103156694333102e-01,6.287045782122311355e-01
1.695725064047213015e+00,7.039157957993179560e-01,-2.202844610618508170e-01,2.059886060873080127e-01,6.334243315120505757e-01
1.703686167634289150e+00,7.021638001468608614e-01,-2.198536640809623244e-01,2.036915256260658225e-01,6.381354958953667778e-01
1.711647271221365285e+00,7.004152522622993926e-01,-2.194183260404180547e-01,2.014188797834486622e-01,6.428378524761863000e-01
1.719608374808441420e+00,6.986701878638144070e-01,-2.189785556583132564e-01,1.991704734376625319e-01,6.475311867796629262e-01
1.727569478395517555e+00,6.969286418095466118e-01,-2.185344602774606793e-01,1.969461109269766141e-01,6.522152887070725713e-01
1.735530581982593690e+00,6.951906481085139422e-01,-2.180861458707090694e-01,1.947455961270315727e-01,6.568899525000586603e-01
1.743491685569669825e+00,6.934562399315042924e-01,-2.176337170465987292e-01,1.925687325259248239e-01,6.615549767041710716e-01
1.751452789156745959e+00,6.917254496219369386e-01,-2.171772770553484777e-01,1.904153232971027565e-01,6.662101641317611511e-01
1.759413892743822094e+00,6.899983087066233756e-01,-2.167169277951692119e-01,1.882851713700136043e-01,6.708553218242979677e-01
1.767374996330898229e+00,6.882748479065138314e-01,-2.162527698188719538e-01,1.861780794986689636e-01,6.754902610140847141e-01
1.775336099917974364e+00,6.865550971473783903e-01,-2.157849023407690248e-01,1.840938503280900029e-01,6.801147970854465319e-01
